"frame","x [nm]","y [nm]"
1.0,94.32222437605151,158.1550967618037
1.0,107.42197130897677,129.46768703556756
1.0,117.32833247125187,141.6593508868947
1.0,131.1747066378365,366.4562496794191
1.0,136.14335682451,113.37529953676628
1.0,137.17880346510242,110.97073024952996
1.0,154.8930423938056,83.09777180479276
1.0,176.02189116740294,295.16424929867196
1.0,182.0203040914296,258.6922917752388
1.0,193.4690761864323,326.56770351033873
1.0,214.27559436646425,288.0131819386705
1.0,220.62392809549416,347.5982638674734
1.0,222.41596675368035,29.837749325188252
1.0,224.54844787308906,231.59261407116935
1.0,230.7511807348016,347.29689090048765
1.0,237.13399943844828,50.80969912336155
1.0,245.5586565013155,347.48257422749646
1.0,251.40935818489942,119.06192590045443
1.0,251.70026051833227,286.8755579920174
1.0,253.83024312830094,13.368055276179375
1.0,255.7530585202272,180.38200714208443
1.0,271.7656856281085,101.08111685641462
1.0,281.00785495816683,169.39397681496627
1.0,308.86604618053457,286.8431185507371
1.0,333.0941923441351,58.46425038452312
1.0,338.59494165744763,277.63720086149004
1.0,355.38979214856397,285.00917299591606
1.0,385.8080860567672,274.17916126145155
2.0,95.43346649029637,157.63250211111935
2.0,120.59502112948758,98.63435256403659
2.0,132.61592636378555,364.3176030104697
2.0,136.14351006691217,114.59331295135313
2.0,154.7604016858741,83.00226004364337
2.0,169.4889803884597,317.7146523953742
2.0,176.0361055726904,295.00957043259905
2.0,182.8516322503356,260.61410078289293
2.0,193.12836795336648,326.79291750725076
2.0,214.77814118777727,286.1118064765585
2.0,219.73036227339387,353.69657385128454
2.0,220.37479588410545,347.45354565655407
2.0,221.87222946686416,29.252507959184786
2.0,224.71290438516803,231.78771744216507
2.0,225.33409676101692,350.618497728429
2.0,230.76835072187345,347.1050056383977
2.0,231.0749627295673,344.6463654015052
2.0,238.14761805525913,51.5958145007481
2.0,251.7283032181312,286.8627484611524
2.0,259.22600077932026,337.4866723659803
2.0,271.9326143012535,101.08036634827631
2.0,307.7426209740896,284.9947704330347
2.0,328.35986651989083,251.88787733312355
2.0,332.81182627576646,58.599067144036674
2.0,338.60816232652763,277.42832925102135
3.0,95.00252767563475,157.55687236808768
3.0,104.17368895848618,128.42840578488565
3.0,119.86925143601263,136.04444482015856
3.0,136.65315047304352,116.16546898150365
3.0,154.67376228010576,83.22756560060279
3.0,176.07162971665588,295.20863390573214
3.0,193.1616863401382,325.8032679790079
3.0,215.56076135474194,285.5276303459911
3.0,219.61762527414564,354.164287595808
3.0,220.3928115353258,347.4192303880571
3.0,221.4002992661792,30.364352257703274
3.0,224.69772194437223,231.71849300604828
3.0,230.60892305694298,346.9839757349227
3.0,237.66677442159946,51.35527841197957
3.0,251.83809089364,118.42873039801172
3.0,251.61744056410004,286.7860840879133
3.0,271.78332421503643,100.86017595450036
3.0,307.00408555450053,396.98843308912956
3.0,307.4432873125207,284.61918918614913
3.0,332.05785974633096,59.68457531132573
3.0,338.766194747116,277.695878134223
3.0,378.5263243673301,273.035312723222
3.0,395.65265639622055,280.969381640622
4.0,93.70596880579714,157.62814190626548
4.0,104.09598243975361,127.51428093788927
4.0,132.56554956919754,362.44963130645544
4.0,136.01586034843447,114.46380556618875
4.0,154.77827779330644,83.10141468303169
4.0,175.97527959671908,294.955632013161
4.0,203.1508259786907,38.53817759525659
4.0,215.6097249238605,285.0357981449901
4.0,220.88744314330677,347.2792538613917
4.0,224.65883215809214,231.91542208451963
4.0,230.76985190391125,347.1004852350449
4.0,236.69052959387088,51.35838093717977
4.0,240.09359058268652,360.17424230918795
4.0,246.75016563577645,214.18003153496423
4.0,251.8050980573414,118.83899171010889
4.0,251.68643396957916,286.918164325725
4.0,253.66629060319895,32.39961164569539
4.0,270.2611584945267,100.50824446543216
4.0,307.7104086603226,284.6848635491024
4.0,321.8091602891229,254.8301182454981
