"frame","x [nm]","y [nm]"
1.0,6.8976028411494426,258.4763236826007
1.0,20.369692401596975,271.4718166080262
1.0,39.34770925046386,41.849002522393434
1.0,39.32432144638524,143.41496667502042
1.0,39.901274745627305,214.32772560301854
1.0,42.325795084080475,268.0135639099488
1.0,45.60694965477694,288.46996689905154
1.0,51.93685654677683,292.5400501505607
1.0,52.88620893512395,380.84437705479934
1.0,53.588236925334115,125.0230504681771
1.0,53.44222313441755,355.10794329245886
1.0,58.183835079663965,363.27782403278303
1.0,60.381787188058325,218.65441435598703
1.0,65.31050352619545,219.34381479005583
1.0,66.12004683801136,202.5779464645632
1.0,73.68105930732548,249.98360509408826
1.0,82.75935759071099,95.18647499808014
1.0,83.88016731622935,172.18505108716423
1.0,91.12092167997845,192.35775739981008
1.0,119.11631019455338,7.2401096231191735
1.0,129.59349078369,123.36367834173919
1.0,142.95905118653542,60.042438932055745
1.0,160.56405486935043,304.91578891360587
1.0,165.8581738921278,157.29230813769746
1.0,183.47718055670012,374.14962576139953
1.0,200.89925549373362,351.8902548936756
1.0,207.70757327442797,320.83301474342073
1.0,216.3427048292204,85.4300986672052
1.0,222.4428040434737,104.41622273425651
1.0,229.6287759886217,336.9774628175561
1.0,230.94511872640786,301.9582923685883
1.0,237.7160769433286,149.4469989211778
1.0,237.48697841443428,318.1384905791927
1.0,237.86763368014385,368.97911284623376
1.0,258.28583643293996,242.83839650902272
1.0,259.7640934112448,236.64812120855373
1.0,276.4560314140128,72.3695646396319
1.0,305.340650929966,75.68418087373759
1.0,323.6320480830009,13.181065257275941
1.0,353.52850622575215,264.31869589174636
1.0,361.65895409756416,179.43932514763526
1.0,362.84607409194183,234.06442945854076
1.0,369.3829907099222,42.426072340482705
2.0,5.043779814019327,256.98336396552804
2.0,39.860858664770625,43.191860884018624
2.0,40.11221060572187,214.3986593606022
2.0,41.112306182973995,267.9595990393818
2.0,45.93579276198388,288.5398806983865
2.0,51.16348250705548,292.9321084195051
2.0,52.76184328740402,355.96722426008347
2.0,53.624682297419014,125.17094950500413
2.0,53.093899050054354,380.43094236114075
2.0,59.435445803075474,363.3837312698952
2.0,60.38618366512795,218.71391080243683
2.0,65.18550124189937,219.2931624572244
2.0,67.5904379337787,201.8239242611763
2.0,84.15654705431287,172.55989835995078
2.0,88.61656106930984,195.2395105120318
2.0,113.00090740162787,225.41306313928155
2.0,142.71662644445058,60.641074512981994
2.0,158.78633478137186,304.54911088384324
2.0,165.71967062441732,157.27730414240463
2.0,183.26196472276425,372.7030951525281
2.0,202.427551934533,351.26547574611226
2.0,206.02276850620717,321.5323302191266
2.0,217.01887239400827,85.24604619890991
2.0,222.971456604073,104.61176835439174
2.0,230.84875704471094,302.05128788011194
2.0,230.11163185020078,336.95533503706827
2.0,231.4179200141981,131.7359610426524
2.0,237.34882767392676,318.372732340533
2.0,237.56765210457968,369.02598337067235
2.0,238.0694242904355,149.68019214517574
2.0,241.14176299613638,175.37673580958625
2.0,244.35596670635445,376.4749115694799
2.0,258.7424235071643,140.44114438606752
2.0,258.1138317491283,241.88993936255838
2.0,264.1594676973205,25.53017713822294
2.0,276.73487803301117,72.26041856303648
2.0,287.89237801181054,41.18264375854057
2.0,304.3969777770534,75.82786741096623
2.0,323.68415204789613,13.083731514429287
2.0,354.6215858070431,264.4438781361703
2.0,362.98936563281563,235.0273088271967
3.0,39.668276498817,42.72137493652986
3.0,40.99252720825477,214.48910005769687
3.0,42.22619365709462,143.35008257816605
3.0,45.787154276215105,288.7478644776231
3.0,50.995256763231026,293.2431598176673
3.0,52.40386880251109,355.56897575092984
3.0,53.8765404267314,125.29139873308222
3.0,54.18784582863941,378.83910058547184
3.0,60.42394113521139,218.901653837691
3.0,59.92796724127487,362.9718070750713
3.0,62.02372993586835,176.77469312228197
3.0,65.0077427787088,219.4699463537063
3.0,68.21095255546415,201.27145827742572
3.0,83.45343673025263,172.14202389321096
3.0,88.61608265239063,196.17263818224055
3.0,141.85567155331503,56.812631350722704
3.0,159.27709788940751,303.0312095500039
3.0,165.67005506513937,157.0745335168293
3.0,182.3137413244895,372.77368301936343
3.0,191.88865941558228,305.5849213809589
3.0,202.78179628832842,349.6844261511234
3.0,205.68636725866136,321.78576585143463
3.0,217.07312764042163,84.19417064047069
3.0,222.5057412075547,104.668027086736
3.0,230.85189283151908,302.0679523226771
3.0,229.99792128365084,337.11779817607066
3.0,236.28617813546998,368.2324561889044
3.0,237.63262071406837,318.32278533696604
3.0,239.11447020736117,148.20951082876576
3.0,258.11150584419556,240.25580326923716
3.0,276.6406679214195,72.66715236172668
3.0,299.6747269815749,21.475016214575017
3.0,299.5718916138909,64.2797531959916
3.0,303.980923532675,75.8190482328136
3.0,323.6957617954728,11.885692255645896
3.0,355.2591229095362,263.3396915318042
3.0,362.4737091837749,238.0485438286024
4.0,3.5101393342001264,269.6296030067216
4.0,4.60930742743019,234.2022439111338
4.0,24.130032776813056,263.1605106386248
4.0,38.8662962953477,44.135424259766786
4.0,40.14178507888966,215.29401893442122
4.0,42.03307095263571,143.19917089753116
4.0,45.81481243692215,288.5850424120976
4.0,50.89853511762851,293.7543608851171
4.0,53.79893070373779,125.03697590960317
4.0,53.15268293851326,355.35410814441695
4.0,54.05797412185803,379.15983404159465
4.0,60.61034033370827,218.97422313106125
4.0,61.354797044849505,178.09140462241353
4.0,62.640798924270776,363.9680265778603
4.0,65.29445815494549,218.97775969245586
4.0,87.47193122356015,195.54524971649062
4.0,118.6700635026316,7.53679019796123
4.0,139.02310650385763,111.38644767216387
4.0,140.23413134130695,113.58922626726911
4.0,141.21273079262158,55.31800868257678
4.0,165.53294923141047,157.0821172603253
4.0,177.40649144251893,305.0399829250241
4.0,183.9201794680359,371.5581356756532
4.0,199.8890641970189,33.030928953205354
4.0,203.84182551265542,349.9185709205243
4.0,205.352154143048,322.9083359851108
4.0,222.6885249381116,104.31620700516163
4.0,229.78878463406664,336.97995281371254
4.0,230.87714660691856,301.9439629771917
4.0,234.70037481413854,369.09955976183437
4.0,237.46038275393116,318.50976382099213
4.0,257.7061562794677,239.8418341739669
4.0,260.0967931643999,141.5119603635118
4.0,276.6608702128622,72.55345091630325
4.0,323.1546277845687,11.162602333094316
4.0,355.37516905173874,264.66963588587356
4.0,361.8475890514,179.3326457903569
4.0,362.34106715374946,237.99522291384153
5.0,3.8964409273164518,268.28417192210907
5.0,6.04092189210179,234.21739021472067
5.0,22.901439789321252,262.5132421953314
5.0,38.07273508429432,45.02708813486308
5.0,40.96669907175746,142.45948558691447
5.0,41.01886808395686,214.44229737171344
5.0,46.075874077090575,289.0963974452556
5.0,50.37491354408984,292.8081187709562
5.0,52.51061391918002,381.23523474962786
5.0,53.608519621847066,125.36544407475225
5.0,60.451347954675015,219.0072960428137
5.0,66.0078716048237,199.98127773196796
5.0,65.98184523373683,219.25993898275297
5.0,83.8756947528538,172.70916897657796
5.0,89.40816714510449,193.6631696517573
5.0,120.14370065090219,8.909291096471703
5.0,141.25886617978992,55.04823491364115
5.0,145.97957431687527,153.42887123245748
5.0,157.2155760006796,300.73751087199423
5.0,166.04029359265246,157.3831973774613
5.0,183.65549205472107,372.17504809564934
5.0,187.32484857131934,303.88400612911624
5.0,203.90652291790812,349.2450844889615
5.0,205.49010476387636,323.43614755066267
5.0,222.7523718406069,104.71332640693608
5.0,229.62149865535378,337.0351332873784
5.0,230.85472484451103,302.2359268909622
5.0,234.8846481050102,369.46159146385986
5.0,237.3895120073219,148.4315021943133
5.0,237.74205193427764,318.48973523723316
5.0,257.8295104943893,239.50735560086594
5.0,259.1059050974533,142.91913374127924
5.0,276.6017361315753,72.61790128875298
5.0,279.8685314366276,126.9841847776473
5.0,304.72262486422335,76.42499445261637
5.0,322.35674542563356,11.540174781219486
5.0,354.9652298452751,266.1281400101044
6.0,3.4229393603201546,259.51370679541606
6.0,6.020295685134648,232.72477678200818
6.0,6.380535240627849,267.17568387303777
6.0,21.061963643240897,271.83849659492404
6.0,38.19902806833882,46.44923508404556
6.0,42.01555445774698,142.85427903274464
6.0,41.97736377366327,216.6033030945415
6.0,45.66507153156604,289.43196186406516
6.0,48.092161668860726,136.21045113827867
6.0,50.95920032488355,291.5722157859558
6.0,53.793659240200384,125.39834758289906
6.0,62.03164188171044,219.0677389209063
6.0,65.51681998932736,219.31626486357416
6.0,76.92716793919347,252.7371539290885
6.0,83.95283229922356,172.31024890883924
6.0,89.45633748372087,190.5978817295713
6.0,96.00257671339098,163.63780263868935
6.0,120.68133246100699,8.670416793096926
6.0,124.40379722618106,236.97938881670646
6.0,142.0678440765681,54.71067800392335
6.0,149.2135986832356,289.9671557202976
6.0,157.78503549559855,300.1319557484236
6.0,166.7446070791905,157.03203305055254
6.0,187.59362078086843,301.98791289363925
6.0,200.56791285301216,88.64562003827399
6.0,204.38678846986755,348.080801982811
6.0,205.30846781198423,323.4141627231434
6.0,220.80220875907239,126.2773100348078
6.0,222.76460908043762,104.24282024951454
6.0,230.62050504555896,301.67472047133384
6.0,230.131429146325,336.44954952817585
6.0,234.97266677812883,369.6739378435609
6.0,237.72376586379323,318.54275806215406
6.0,259.51220922139544,239.75853829699588
6.0,277.01475575359694,72.52794284717766
6.0,300.9860839483921,13.9374398703315
6.0,304.6137637279243,76.55863217392947
6.0,322.55802027012555,10.37348611539037
6.0,351.3525811575689,102.476423898315
6.0,353.6202425659565,225.18694223607739
6.0,354.7620790436516,266.4319442682754
7.0,3.6072627921831577,260.6703697380609
7.0,6.888194980518505,230.36407789062608
7.0,6.623818841675289,265.99442517905766
7.0,38.57363009736716,46.37595932036196
7.0,39.66798718050978,21.931978328837655
7.0,40.80204419561357,142.7092462816175
7.0,41.48876242430537,217.48432745426584
7.0,45.982692544640415,289.2150109313393
7.0,51.622908128105536,291.0176682903059
7.0,51.92792581338302,381.1769135513567
7.0,53.92162602462013,125.14263335516341
7.0,65.68901112773652,219.50800632220302
7.0,74.34833234482086,169.92552298176926
7.0,77.46840551699769,252.93763760369524
7.0,90.09421851592069,189.68575610475293
7.0,119.91760226124772,7.8579167319101035
7.0,140.8837286431263,53.29607188603981
7.0,148.15061887298276,291.12665710903303
7.0,187.7186107651228,302.6817979087859
7.0,197.68999193711983,36.97479460001371
7.0,205.19106804926676,347.6845436835258
7.0,206.3381075078359,323.2748449356651
7.0,222.5434032582409,104.21940284964447
7.0,230.812060251554,302.3634130385129
7.0,230.43440785084695,336.61553243301915
7.0,235.16904696378978,370.432662151736
7.0,237.6989529695288,318.3124127506914
7.0,276.6860504543553,72.39454057003215
7.0,304.9547428152881,76.08668148680628
7.0,322.5331893464545,10.342674938136751
7.0,351.25099042720444,103.96105243662706
7.0,354.26920166330757,266.42011725191816
7.0,362.9215960831546,179.21901375860114
8.0,4.96062675584109,262.1625800101819
8.0,7.218086721956723,228.61300776753032
8.0,7.499830834219744,265.0552491269505
8.0,22.817839707283937,261.95715310223443
8.0,39.96798980480035,22.814128531586018
8.0,41.04316755241311,142.62628418073425
8.0,41.710317709094326,217.81186178705494
8.0,45.72421551663284,288.5798287394924
8.0,51.018962179920194,289.7995566940798
8.0,52.78734151572021,355.5926623017347
8.0,53.86293610992856,125.24977842631162
8.0,61.36588393793887,219.05702600506714
8.0,65.79368737325939,219.04084454459957
8.0,66.83272861972407,361.2879885925357
8.0,84.58096254688844,171.82382735391104
8.0,87.86281788161507,263.7326090142702
8.0,89.80572339431936,189.55298271513843
8.0,120.782091376879,7.951842171923225
8.0,139.86754720279822,112.70333397942602
8.0,141.22540368707544,53.08901806277887
8.0,146.91325220905318,153.1880351577444
8.0,148.41003341918108,291.0996179002031
8.0,155.85765497750114,243.09509785539922
