"frame","x [nm]","y [nm]"
1.0,29.90225558182939,36.50068282455085
1.0,63.094420077051474,58.19475965718642
1.0,67.01503888875514,70.52791608145897
1.0,67.06614164679871,127.96680940619387
1.0,81.57755547377653,177.0809198359472
1.0,93.18215221328357,153.6771045767133
1.0,121.00484326376537,73.9898773786531
1.0,125.83729388027552,14.847113312519497
1.0,130.6337767565284,77.44716993980872
1.0,144.55393203514038,12.98087351925889
1.0,154.50868150137842,135.1781399297614
1.0,161.57939944278598,207.08416574271854
1.0,174.9532888930155,86.69391554733912
1.0,184.72604568599968,115.71196135740774
1.0,184.49715133137778,159.19270304312403
1.0,199.5210586066836,190.52408844127586
1.0,199.703277952199,265.94795614344696
1.0,200.66351589467848,129.86775020528228
1.0,203.40888739923395,298.0388462545552
1.0,206.26695070903287,219.27814723915773
1.0,206.866063584909,237.71671639203223
1.0,213.15190318141032,242.91891781947487
1.0,227.13326901429636,208.0001674849961
1.0,229.77562135469648,19.059980010099093
1.0,229.09649641373136,135.53425777888998
1.0,243.2452762242379,268.336029977727
1.0,245.65399331629692,210.9794411164535
1.0,249.73440308103116,180.80686124061782
1.0,252.42940776889756,126.34555156296457
1.0,262.07532633530457,176.94699739684327
1.0,265.01540778295094,62.453899900559726
1.0,265.114462754073,326.1529684408438
1.0,268.7134811118052,42.199724563347324
1.0,270.0349784463945,154.63872059748059
1.0,275.74972896882963,162.9458238302139
1.0,287.71447105464296,117.60989282609712
1.0,288.3111068180252,265.79074816687535
1.0,294.627507450418,115.01762094844025
1.0,295.127301221716,105.11542873389719
1.0,297.99741904105593,225.04561248984137
1.0,304.18312077733896,177.43287468714126
1.0,350.67278914348674,164.02207924038453
1.0,374.2528531560875,391.3095869019606
2.0,19.349636027106744,28.69340786563248
2.0,30.152398001542945,36.41762613323752
2.0,63.37083103582965,57.640157759763724
2.0,66.71626232314131,70.71853347966322
2.0,66.98148398393757,128.01679308855682
2.0,80.91468626341629,176.6772582596612
2.0,93.7623277227448,153.84654737338056
2.0,121.19553912908859,73.83035385666969
2.0,125.69828243073968,14.86283436606648
2.0,130.4695142660184,77.3709032298279
2.0,154.15720603109597,134.7719884977529
2.0,161.5493535480501,207.1899062115159
2.0,174.9013990543199,87.04883315913924
2.0,178.42826438610993,26.96806514230349
2.0,184.467695457819,117.49062921590789
2.0,184.6475720940374,158.81446803349846
2.0,197.60126496015218,162.82188452546984
2.0,198.3268138775229,190.38940482462513
2.0,198.97829505650088,121.35500385449488
2.0,199.7219773098384,129.55043381869913
2.0,203.34987634258468,297.9890105440644
2.0,206.67407606848096,218.78670705259566
2.0,206.40096519833625,237.59570956968304
2.0,207.29039031073668,169.9960287298798
2.0,227.0987708847481,206.91100697614343
2.0,229.59176149083868,135.33339449300027
2.0,230.0495907026753,18.999764034338373
2.0,239.77984269881821,194.9450080093553
2.0,245.170671912513,210.96221116661084
2.0,251.44060307291718,127.31137485144306
2.0,262.23635605757045,176.6292661564588
2.0,265.4053603789757,61.75248311114115
2.0,269.60674225374856,43.031663502433695
2.0,269.1982907617162,180.29860884552528
2.0,275.76661939228217,163.09854097359258
2.0,278.28633099971154,286.0804715636182
2.0,281.31809069135664,152.44911960591742
2.0,287.39180150873017,117.62203199198103
2.0,289.0840709527054,265.753500740432
2.0,293.29427279940336,115.23817552556282
2.0,295.19969805168625,105.38513508170257
2.0,298.47774150568205,225.06243449702473
2.0,304.2428831834296,177.30545809934443
2.0,312.2831988321185,242.44364231058037
2.0,331.99997176422835,331.00735867578
2.0,350.95698858764905,164.08740074498584
3.0,29.98043869249712,36.350828931744054
3.0,66.63619170148226,70.87144067228432
3.0,67.05314271249408,128.4127856502327
3.0,80.9027354425016,176.99297059612647
3.0,93.2795552453911,154.1924470652431
3.0,121.07191924415092,73.67054695059701
3.0,121.77761678183947,108.68169445256734
3.0,125.82055282354104,15.185719575545953
3.0,130.52682153934475,77.39998747574228
